aX,aY,aZ,gX,gY,gZ
0.305,0.005,1.184,-177.124,-48.645,-120.422
0.326,0.072,1.199,-180.542,-33.936,-117.920
0.328,0.136,1.229,-189.026,-6.348,-113.586
0.319,0.256,1.280,-189.453,6.104,-111.694
0.293,0.301,1.293,-173.584,27.771,-107.971
0.264,0.381,1.325,-159.180,37.903,-105.774
0.273,0.405,1.347,-143.066,48.035,-103.149
0.302,0.372,1.357,-115.540,66.589,-97.412
0.325,0.343,1.326,-108.643,74.585,-95.093
0.356,0.335,1.293,-115.234,86.792,-91.370
0.430,0.368,1.279,-118.896,92.346,-89.661
0.474,0.377,1.274,-105.957,100.342,-85.510
0.582,0.337,1.200,-88.379,103.027,-83.008
0.635,0.284,1.156,-57.922,106.384,-77.942
0.723,0.175,1.069,-52.368,106.995,-75.867
0.766,0.132,1.011,-45.044,106.873,-73.669
0.821,0.031,0.898,-39.856,105.469,-73.608
0.819,-0.030,0.858,-34.851,103.149,-74.158
0.795,-0.123,0.790,-31.006,95.703,-75.806
0.791,-0.155,0.766,-31.311,91.125,-76.294
0.788,-0.185,0.749,-30.457,82.825,-75.012
0.761,-0.226,0.720,-27.405,80.688,-72.632
0.743,-0.240,0.711,-19.897,79.407,-65.247
0.712,-0.260,0.716,-15.625,80.017,-60.486
0.711,-0.263,0.712,-0.244,82.947,-49.744
0.734,-0.277,0.677,10.559,84.717,-44.128
0.744,-0.296,0.651,27.649,87.219,-33.386
0.760,-0.347,0.578,29.785,87.891,-28.564
0.769,-0.365,0.534,20.203,89.294,-20.569
0.789,-0.384,0.454,11.353,89.844,-17.578
0.805,-0.387,0.430,2.197,90.088,-15.198
0.828,-0.380,0.409,-13.672,88.013,-11.780
0.874,-0.351,0.354,-18.433,85.815,-10.376
0.886,-0.342,0.330,-16.968,80.078,-7.690
0.897,-0.351,0.300,-14.282,76.599,-6.409
0.902,-0.357,0.282,-18.005,68.298,-4.517
0.912,-0.357,0.247,-24.963,63.721,-4.150
0.913,-0.347,0.242,-41.748,54.077,-4.150
0.934,-0.299,0.247,-46.936,49.011,-3.906
0.950,-0.283,0.252,-45.532,38.330,-2.136
0.950,-0.278,0.262,-43.457,33.020,-0.854
0.951,-0.264,0.258,-43.335,28.015,0.366
0.975,-0.222,0.270,-46.082,18.982,2.136
0.978,-0.212,0.292,-46.753,14.832,2.869
0.971,-0.206,0.312,-46.448,6.470,3.113
0.967,-0.194,0.331,-45.776,2.380,2.808
0.981,-0.184,0.336,-43.274,-4.395,1.953
1.018,-0.167,0.351,-41.138,-6.897,1.709
1.024,-0.167,0.364,-39.185,-10.681,1.892
1.010,-0.158,0.401,-39.856,-12.390,2.075
1.015,-0.142,0.415,-37.231,-15.930,2.563
1.030,-0.116,0.421,-32.471,-17.578,3.052
1.025,-0.118,0.426,-26.917,-19.043,3.540
1.010,-0.128,0.441,-19.470,-21.973,3.967
0.999,-0.126,0.441,-18.066,-23.682,3.784
0.981,-0.120,0.442,-18.555,-27.649,2.563
0.929,-0.102,0.453,-19.653,-30.334,1.770
0.901,-0.092,0.462,-19.836,-36.865,0.427
0.865,-0.072,0.477,-18.188,-40.344,-0.122
0.865,-0.067,0.483,-10.132,-46.692,-0.732
0.889,-0.083,0.496,-4.700,-49.194,-0.854
0.896,-0.098,0.502,3.479,-53.101,-1.465
0.896,-0.123,0.526,4.456,-54.626,-1.953
0.892,-0.128,0.544,1.404,-57.617,-2.930
0.890,-0.132,0.577,0.488,-59.021,-3.296
0.892,-0.134,0.589,1.404,-60.242,-3.418
0.896,-0.155,0.624,5.859,-62.012,-2.869
0.902,-0.169,0.645,7.996,-62.744,-2.441
0.915,-0.181,0.658,11.597,-64.880,-1.831
0.936,-0.197,0.668,11.780,-66.589,-1.526
0.931,-0.202,0.670,9.338,-70.923,-0.488
0.889,-0.233,0.678,7.202,-73.547,0.366
0.872,-0.246,0.675,0.488,-79.590,2.808

-1.876,0.485,0.984,-59.021,-276.978,218.872
-2.204,0.549,1.074,-88.135,-266.052,244.629
-2.976,0.692,1.333,-94.177,-253.113,258.179
-3.400,0.739,1.539,-81.299,-208.984,283.508
-3.998,0.768,2.107,-72.266,-173.645,293.884
-4.000,0.781,2.492,-38.940,-46.997,311.890
-3.831,0.625,3.345,-23.560,54.321,320.618
-3.682,0.554,3.568,-32.288,186.096,329.651
-3.861,0.669,3.345,-112.427,530.762,344.421
-4.000,0.796,2.723,-158.569,718.140,343.445
-4.000,0.979,1.692,-186.890,1050.354,315.430
-4.000,1.345,-0.886,-164.856,1178.223,295.044
-3.994,1.518,-2.202,-84.534,1358.093,269.409
-3.999,2.142,-4.000,-19.836,1415.588,277.405
-4.000,2.264,-4.000,37.170,1407.898,322.876
-4.000,1.043,-3.990,-145.508,1320.251,303.284
-3.977,0.735,-3.965,-691.223,1007.019,60.364
-2.898,0.340,-4.000,-700.989,795.593,-88.745
-1.418,0.132,-4.000,-505.493,563.843,-184.937
0.266,-0.436,-4.000,-84.412,134.521,-209.351
0.097,-0.653,-3.999,2.441,-37.537,-182.617
-0.730,-0.834,-3.996,43.701,-285.461,-130.005
-0.911,-0.809,-3.827,50.598,-364.380,-111.145
-0.864,-0.722,-3.411,51.270,-444.641,-84.900
-0.502,-0.557,-2.368,44.861,-454.040,-75.134
-0.311,-0.479,-1.953,62.012,-436.340,-60.486
0.058,-0.367,-1.319,72.083,-417.725,-60.364
0.184,-0.342,-1.073,84.534,-373.169,-71.228
0.404,-0.337,-0.638,97.290,-346.802,-77.759
0.513,-0.328,-0.451,85.449,-301.636,-93.384
0.622,-0.323,-0.149,58.777,-286.011,-100.647
0.653,-0.343,-0.030,20.264,-254.944,-113.220
0.756,-0.428,0.136,13.306,-238.464,-118.774
0.850,-0.476,0.186,-5.615,-203.796,-127.075
0.966,-0.525,0.240,-25.269,-182.983,-129.333
0.974,-0.526,0.297,-54.138,-162.231,-129.761
0.949,-0.496,0.366,-116.089,-126.770,-127.869
0.897,-0.421,0.478,-120.911,-109.192,-126.099
0.890,-0.411,0.496,-94.238,-85.083,-119.568
0.914,-0.413,0.499,-90.942,-75.745,-117.126
0.919,-0.415,0.501,-113.647,-59.021,-112.122
0.937,-0.414,0.504,-127.625,-51.941,-108.154
0.967,-0.393,0.500,-147.461,-36.743,-97.046
1.035,-0.338,0.505,-155.762,-27.161,-90.210
1.074,-0.314,0.516,-168.518,-6.775,-75.317
1.094,-0.219,0.477,-169.617,2.869,-67.688
1.069,-0.177,0.444,-159.546,19.287,-53.711
1.023,-0.106,0.391,-149.780,25.513,-47.607
1.015,-0.070,0.350,-131.348,35.217,-37.292
1.020,-0.015,0.252,-125.854,39.490,-33.325
1.016,0.009,0.209,-123.840,43.762,-30.396
0.949,0.045,0.176,-130.676,50.964,-28.503
0.888,0.050,0.187,-138.611,52.917,-29.663
0.815,0.049,0.206,-158.020,51.636,-36.377
0.733,0.061,0.207,-165.405,48.767,-41.016
0.740,0.086,0.187,-172.424,42.419,-49.683
0.792,0.172,0.158,-170.837,40.161,-52.673
0.817,0.204,0.149,-150.024,38.086,-55.359
0.908,0.245,0.189,-137.146,37.598,-55.054
0.926,0.264,0.231,-140.259,35.889,-50.659
1.001,0.320,0.316,-153.442,34.607,-46.875
1.050,0.362,0.333,-161.865,33.508,-42.419
1.082,0.391,0.342,-146.240,33.447,-32.104
1.055,0.372,0.375,-130.615,34.363,-26.978
1.012,0.328,0.413,-112.671,34.668,-18.555
0.940,0.261,0.493,-111.877,32.959,-15.686
0.923,0.245,0.520,-115.906,26.855,-12.085
0.914,0.221,0.550,-115.662,23.437,-10.986
0.917,0.217,0.554,-108.032,17.639,-8.972
0.905,0.207,0.572,-102.173,15.198,-7.812
0.891,0.189,0.596,-87.585,10.010,-6.470
0.875,0.142,0.623,-80.322,7.141,-6.897
0.879,0.119,0.631,-75.012,4.333,-7.812
0.889,0.093,0.639,-70.190,-0.305,-10.193
0.910,0.061,0.635,-68.542,-1.831,-11.475
0.916,0.046,0.629,-65.186,-2.869,-13.733
0.922,0.014,0.633,-63.354,-2.441,-14.404
0.921,0.014,0.638,-59.021,-1.160,-15.198
0.922,0.015,0.638,-54.687,-1.343,-15.259
0.923,-0.003,0.633,-32.166,-2.258,-15.564
0.932,-0.059,0.625,-20.020,-2.319,-15.930
0.934,-0.088,0.618,-14.343,-1.465,-16.602
0.944,-0.111,0.573,-19.714,-1.038,-16.785
0.954,-0.110,0.554,-24.719,-0.366,-16.907
0.969,-0.126,0.544,-19.592,2.930,-17.517
0.966,-0.141,0.536,-11.169,5.554,-17.822
0.964,-0.157,0.526,1.282,10.010,-18.188
0.973,-0.190,0.505,5.493,11.414,-18.616
0.977,-0.205,0.492,14.465,13.550,-20.386
0.971,-0.237,0.462,16.052,14.526,-21.484
0.966,-0.255,0.447,10.864,16.357,-23.560
0.959,-0.278,0.425,6.653,17.029,-24.414
0.953,-0.280,0.417,-1.160,18.005,-25.391
0.938,-0.285,0.387,-3.662,18.555,-25.574
0.927,-0.288,0.372,-5.066,19.043,-25.635
0.894,-0.278,0.352,-6.531,19.165,-26.001
0.878,-0.276,0.348,-5.981,18.494,-26.306
0.861,-0.278,0.347,-0.488,15.564,-27.222
0.824,-0.282,0.349,2.197,13.489,-27.710
0.815,-0.286,0.348,2.075,9.216,-28.137
0.825,-0.287,0.332,0.305,7.385,-28.076
0.836,-0.287,0.324,-2.258,5.188,-26.978
0.852,-0.299,0.326,-2.808,4.517,-26.001
0.862,-0.303,0.325,-3.906,3.052,-23.499
0.891,-0.306,0.310,-3.906,2.441,-21.973
0.904,-0.311,0.308,-2.747,2.075,-20.203
0.911,-0.322,0.305,1.160,1.465,-16.357
0.912,-0.326,0.298,2.380,1.221,-14.465
0.916,-0.328,0.290,3.662,0.427,-10.803
0.922,-0.333,0.279,4.700,-0.061,-8.972
0.924,-0.338,0.272,7.751,-1.526,-5.371
0.923,-0.344,0.266,9.155,-2.319,-3.784
0.924,-0.349,0.262,11.353,-3.967,-0.610
0.922,-0.360,0.249,12.085,-4.639,0.916
0.915,-0.366,0.252,11.047,-6.104,3.601
0.907,-0.366,0.262,9.521,-6.958,4.761
0.909,-0.365,0.263,10.803,-8.789,6.714
0.907,-0.375,0.266,13.794,-9.521,7.446
0.909,-0.382,0.262,15.991,-10.132,8.057

-1.445,0.520,1.088,-98.877,-278.320,193.298
-1.632,0.587,1.155,-104.309,-257.263,229.614
-2.066,0.711,1.291,-102.661,-244.019,248.169
-2.357,0.774,1.357,-103.821,-206.909,286.316
-3.017,0.953,1.646,-108.215,-179.016,306.763
-3.328,1.060,1.865,-103.455,-99.792,350.708
-3.805,1.182,2.399,-79.102,-46.082,372.009
-3.972,1.109,2.737,-39.856,20.508,390.564
-4.000,0.945,3.059,23.926,211.853,416.626
-4.000,0.978,3.063,13.428,348.328,428.833
-3.995,1.084,2.807,-80.566,695.984,455.078
-3.999,1.385,1.340,-113.770,876.831,459.900
-4.000,1.601,0.040,-83.496,1184.570,451.233
-4.000,2.182,-2.798,-44.495,1297.363,449.524
-4.000,2.455,-3.833,46.631,1421.203,468.994
-4.000,2.597,-4.000,72.754,1406.860,479.614
-4.000,2.410,-4.000,0.244,1327.148,465.088
-3.761,2.160,-3.972,-443.848,1021.851,272.461
-2.723,1.943,-3.992,-586.609,825.378,117.676
-1.104,1.632,-4.000,-361.694,389.221,-111.633
0.692,0.958,-4.000,-189.636,180.847,-156.921
0.586,0.704,-4.000,-14.099,-154.419,-169.495
-0.135,0.232,-4.000,55.664,-271.484,-161.743
-0.283,-0.037,-4.000,154.175,-406.006,-146.484
-0.043,-0.269,-3.529,136.841,-433.716,-138.916
0.073,-0.210,-2.955,68.054,-446.045,-114.868
0.097,-0.109,-2.061,55.542,-439.880,-107.239
0.081,-0.107,-1.748,106.079,-409.790,-104.919
0.244,-0.115,-1.115,128.723,-394.165,-109.924
0.336,-0.116,-0.837,111.145,-370.178,-127.319
0.380,-0.174,-0.389,89.355,-354.553,-137.085
0.358,-0.210,-0.225,64.453,-337.463,-146.790
0.322,-0.232,-0.102,20.508,-304.077,-163.513
0.292,-0.250,0.100,7.751,-288.086,-169.434
0.330,-0.248,0.206,-5.005,-256.958,-175.171
0.399,-0.257,0.364,-11.780,-240.845,-174.377
0.408,-0.266,0.433,-33.386,-205.505,-166.626
0.417,-0.255,0.521,-48.279,-186.279,-161.438
0.409,-0.239,0.556,-64.697,-151.062,-149.780
0.370,-0.235,0.642,-66.345,-137.207,-143.372
0.368,-0.220,0.679,-86.792,-111.267,-134.155
0.412,-0.156,0.747,-101.562,-99.609,-129.639
0.441,-0.125,0.779,-126.587,-80.261,-118.835
0.506,-0.050,0.853,-134.644,-71.106,-113.098
0.534,-0.007,0.885,-138.184,-60.181,-108.337
0.559,0.070,0.944,-141.602,-39.612,-99.609
0.566,0.108,0.978,-138.611,-30.029,-95.154
0.579,0.129,1.009,-124.756,-11.353,-86.731
0.608,0.123,1.036,-118.164,-1.709,-83.618
0.620,0.129,1.034,-117.798,18.066,-80.261
0.646,0.176,1.036,-123.718,27.649,-79.895
0.645,0.201,1.045,-137.146,45.105,-81.543
0.631,0.250,1.057,-142.090,52.124,-83.557
0.636,0.289,1.055,-144.592,62.073,-88.867
0.662,0.351,1.052,-138.794,66.162,-91.309
0.669,0.347,1.030,-130.066,70.435,-93.506
0.667,0.325,1.003,-116.577,79.224,-98.145
0.654,0.285,0.983,-115.601,83.313,-100.769
0.655,0.279,0.984,-120.789,88.928,-105.652
0.669,0.264,0.964,-122.498,89.539,-107.727
0.680,0.246,0.950,-116.882,89.661,-110.291
0.688,0.198,0.930,-112.061,90.515,-110.657
0.682,0.170,0.914,-102.661,93.506,-109.436
0.661,0.113,0.886,-99.670,94.666,-108.093
0.647,0.081,0.882,-96.802,96.863,-104.187
0.624,0.013,0.889,-94.727,97.900,-101.562
0.619,-0.018,0.887,-91.431,98.877,-98.511
0.620,-0.051,0.883,-84.045,101.135,-90.332
0.647,-0.132,0.887,-80.811,102.905,-85.205
0.671,-0.169,0.892,-73.608,106.506,-73.669
0.712,-0.225,0.874,-67.749,107.788,-67.322
0.724,-0.254,0.853,-45.837,108.398,-53.467
0.755,-0.316,0.779,-30.151,107.605,-46.143
0.773,-0.354,0.728,-2.075,104.309,-31.189
0.814,-0.417,0.604,6.348,101.990,-24.170
0.838,-0.439,0.536,11.169,96.619,-12.390
0.871,-0.471,0.410,7.812,93.384,-8.057
0.887,-0.474,0.365,0.854,89.416,-4.822
0.907,-0.468,0.330,-17.700,77.942,-1.282
0.965,-0.438,0.248,-23.193,70.496,-0.671
0.996,-0.433,0.208,-17.822,53.406,-0.610
1.025,-0.423,0.176,-10.010,44.250,-0.610
1.043,-0.417,0.164,6.042,25.635,0.427
1.078,-0.417,0.109,13.489,17.090,1.465
1.072,-0.427,0.091,22.156,2.502,3.540
1.033,-0.437,0.108,19.714,-4.028,4.028
1.028,-0.428,0.123,7.935,-16.296,3.906
1.042,-0.399,0.148,5.249,-21.545,3.662
1.046,-0.388,0.155,5.432,-25.879,3.540
1.050,-0.378,0.152,7.507,-31.311,3.967
1.041,-0.372,0.174,6.836,-32.654,4.700
1.006,-0.356,0.224,-0.183,-34.607,6.531
0.996,-0.335,0.240,-4.578,-35.522,7.690
0.986,-0.317,0.253,-4.822,-36.255,10.864
0.968,-0.299,0.260,-0.549,-35.828,12.634
0.952,-0.295,0.264,6.897,-33.630,15.808
0.903,-0.292,0.286,7.507,-32.349,17.029
0.884,-0.287,0.301,5.554,-30.273,18.616
0.867,-0.271,0.317,5.310,-29.297,19.043
0.858,-0.267,0.325,7.141,-26.855,19.287
0.856,-0.247,0.334,9.338,-25.208,19.348
0.855,-0.247,0.341,14.954,-21.179,19.409
0.838,-0.266,0.361,15.442,-19.104,19.104
0.835,-0.269,0.364,13.367,-17.151,18.616
0.844,-0.258,0.365,7.141,-13.123,17.212
0.881,-0.243,0.367,5.798,-10.864,16.846
0.885,-0.249,0.374,5.005,-6.165,16.479
0.879,-0.253,0.388,3.601,-3.967,15.991
0.891,-0.243,0.385,0.366,0.122,14.954
0.935,-0.226,0.365,1.160,2.258,14.648
0.940,-0.234,0.360,4.028,6.470,13.916
0.934,-0.242,0.342,2.075,8.118,13.306
0.931,-0.233,0.335,-1.953,9.338,12.451
0.932,-0.222,0.325,-8.362,10.254,10.620
0.932,-0.208,0.306,-9.033,10.132,9.766
0.931,-0.205,0.299,-9.521,9.033,8.179
0.928,-0.198,0.293,-10.986,7.874,7.324
0.930,-0.192,0.289,-13.367,4.272,5.737
0.942,-0.185,0.287,-12.756,2.014,4.883

-1.891,0.275,0.965,-121.399,-309.509,191.650
-2.107,0.355,1.055,-136.292,-311.829,227.905
-2.482,0.541,1.232,-133.728,-309.448,247.498
-2.727,0.617,1.328,-97.290,-284.424,286.072
-3.222,0.682,1.757,-71.838,-255.066,303.284
-3.403,0.754,2.046,-53.284,-155.945,338.806
-3.708,0.825,3.145,-46.875,-80.078,357.239
-3.667,0.728,3.658,-14.099,148.437,392.029
-3.574,0.459,3.854,-14.893,306.824,408.936
-3.859,0.404,3.757,-42.908,489.624,424.622
-4.000,0.501,3.259,-133.057,865.601,436.157
-4.000,0.878,1.052,-150.940,1028.992,428.284
-3.997,1.086,-0.217,-129.150,1271.729,403.931
-3.996,1.965,-2.865,-89.783,1350.464,398.315
-4.000,2.547,-3.909,117.493,1424.560,449.402
-4.000,2.435,-4.000,161.743,1379.150,490.173
-4.000,2.264,-4.000,-313.049,1117.737,407.471
-3.286,2.535,-3.972,-549.866,939.087,260.925
-1.840,2.269,-3.993,-430.725,528.503,-13.367
0.743,1.650,-4.000,-231.812,317.078,-83.618
0.909,1.310,-4.000,-91.064,118.530,-119.751
-0.046,0.720,-3.999,-26.733,-208.374,-151.306
-0.572,0.472,-4.000,-13.184,-327.637,-160.034
-0.912,0.274,-3.915,38.391,-469.238,-169.128
-0.986,0.003,-3.094,54.016,-498.718,-170.532
-0.848,-0.091,-2.548,48.340,-510.254,-166.199
-0.614,-0.170,-1.720,24.231,-505.493,-160.217
-0.553,-0.178,-1.402,18.127,-487.488,-148.865
-0.462,-0.253,-0.872,46.570,-472.534,-148.560
-0.418,-0.280,-0.643,76.660,-446.167,-161.072
-0.264,-0.341,-0.214,71.167,-436.707,-167.725
-0.210,-0.378,-0.044,53.345,-416.077,-176.697
-0.311,-0.419,0.224,41.016,-405.579,-179.016
-0.289,-0.426,0.363,18.311,-381.226,-178.345
-0.120,-0.401,0.546,12.146,-365.967,-174.927
-0.059,-0.371,0.676,12.085,-324.707,-162.048
-0.088,-0.451,0.993,7.263,-299.194,-153.320
-0.138,-0.514,1.112,-16.479,-245.300,-137.085
-0.133,-0.523,1.254,-26.978,-219.177,-130.981
-0.107,-0.490,1.292,-36.987,-194.275,-125.671
-0.060,-0.417,1.312,-58.044,-146.118,-115.173
-0.049,-0.373,1.310,-65.308,-122.009,-109.985
-0.053,-0.329,1.306,-62.622,-82.581,-94.788
-0.072,-0.252,1.280,-60.913,-64.636,-86.609
-0.072,-0.222,1.282,-55.786,-30.701,-70.251
-0.062,-0.189,1.339,-49.133,-15.015,-62.073
-0.043,-0.186,1.353,-38.574,14.587,-50.842
-0.004,-0.201,1.345,-39.124,28.931,-46.204
0.025,-0.187,1.342,-44.434,59.631,-38.635
0.078,-0.146,1.329,-44.128,74.890,-35.950
0.099,-0.140,1.312,-38.330,103.821,-32.288
0.157,-0.136,1.264,-36.377,118.469,-31.006
0.202,-0.132,1.247,-33.325,147.522,-29.114
0.307,-0.138,1.219,-34.851,160.522,-28.259
0.354,-0.138,1.195,-41.809,171.875,-27.161
0.462,-0.146,1.153,-62.927,189.392,-24.841
0.532,-0.144,1.130,-73.792,194.336,-24.048
0.615,-0.139,1.089,-78.491,205.444,-22.034
0.764,-0.121,0.959,-79.590,207.886,-21.667
0.807,-0.130,0.899,-81.360,205.933,-23.865
0.861,-0.176,0.813,-86.670,201.416,-27.039
0.899,-0.176,0.767,-107.178,184.570,-37.415
0.999,-0.158,0.648,-113.464,174.377,-43.213
1.047,-0.152,0.593,-110.352,152.588,-53.040
1.107,-0.153,0.516,-103.882,141.174,-56.641
1.113,-0.153,0.500,-95.886,129.944,-59.326
1.092,-0.167,0.483,-76.721,109.009,-61.890
1.079,-0.170,0.474,-68.542,97.412,-62.134
1.069,-0.168,0.466,-53.284,74.707,-61.340
1.058,-0.181,0.436,-45.105,65.247,-60.425
1.040,-0.197,0.424,-35.217,49.988,-58.289
0.965,-0.231,0.428,-37.903,43.213,-57.373
0.930,-0.239,0.431,-50.171,29.785,-56.030
0.884,-0.240,0.443,-52.917,23.376,-55.115
0.870,-0.245,0.456,-48.096,12.146,-52.246
0.847,-0.276,0.469,-43.518,7.690,-50.110
0.833,-0.297,0.469,-37.415,1.648,-44.128
0.800,-0.325,0.475,-36.682,0.000,-40.894
0.792,-0.333,0.485,-36.255,-1.038,-37.598
0.792,-0.346,0.500,-31.677,-1.709,-31.067
0.793,-0.357,0.499,-28.198,-1.648,-27.893
0.796,-0.365,0.496,-22.766,-0.854,-21.545
0.806,-0.374,0.483,-20.874,-0.122,-18.250
0.807,-0.378,0.475,-16.418,1.160,-11.780
0.812,-0.389,0.471,-12.756,1.953,-8.545
0.818,-0.395,0.468,-7.263,3.357,-2.197
0.822,-0.406,0.453,-8.606,3.296,0.732
0.823,-0.406,0.453,-10.925,4.089,5.798
0.839,-0.391,0.450,-10.315,4.456,8.118
0.850,-0.387,0.442,-5.310,4.089,12.695
0.865,-0.375,0.429,-1.099,3.845,15.015
0.872,-0.373,0.421,3.052,3.723,17.273
0.882,-0.375,0.410,7.141,3.967,21.606
0.889,-0.367,0.403,7.263,4.150,23.376
0.893,-0.357,0.391,8.057,4.150,26.489
0.880,-0.346,0.377,9.094,4.089,27.832
0.878,-0.343,0.377,10.254,3.784,29.541
0.899,-0.329,0.361,10.315,3.784,30.151
0.906,-0.319,0.355,10.437,4.517,31.372
0.911,-0.311,0.343,9.644,4.883,32.227
0.913,-0.307,0.339,7.507,5.127,32.959
0.915,-0.300,0.337,2.319,5.371,33.875
0.921,-0.277,0.339,0.549,5.371,34.241
0.925,-0.266,0.332,-1.038,5.737,35.095
0.919,-0.250,0.324,-1.770,5.981,35.339
0.911,-0.243,0.325,-4.822,5.737,35.522
0.906,-0.219,0.323,-6.653,5.249,35.339
0.906,-0.205,0.321,-7.690,3.784,34.729
0.905,-0.183,0.315,-7.202,2.869,34.485
0.908,-0.175,0.315,-6.897,2.014,34.180
0.921,-0.153,0.326,-6.836,0.183,33.386
0.927,-0.140,0.329,-5.493,-0.916,33.020
0.932,-0.124,0.328,0.793,-3.113,32.898
0.937,-0.092,0.342,3.479,-3.967,33.020
0.939,-0.073,0.358,3.784,-4.822,32.532
0.946,-0.034,0.392,2.563,-4.944,31.555
0.947,-0.023,0.404,1.343,-5.005,28.076
0.945,-0.012,0.417,0.732,-4.944,25.818
0.946,-0.011,0.423,-3.235,-4.578,20.752

