aX,aY,aZ,gX,gY,gZ
0.984,-0.319,0.272,-46.997,39.307,-36.682
1.009,-0.328,0.303,-43.701,36.072,-34.607
1.018,-0.339,0.315,-39.490,31.799,-29.297
1.002,-0.355,0.349,-41.199,30.396,-26.611
0.993,-0.355,0.369,-44.067,28.015,-22.339
0.977,-0.342,0.391,-42.542,26.794,-20.508
0.964,-0.338,0.403,-38.696,25.574,-18.616
0.945,-0.348,0.417,-24.963,23.315,-14.771
0.934,-0.360,0.411,-17.639,22.583,-12.756
0.916,-0.371,0.395,-9.766,22.339,-9.033
0.873,-0.391,0.372,-10.193,22.461,-7.629
0.854,-0.394,0.365,-17.090,21.851,-5.859
0.836,-0.379,0.352,-20.203,21.057,-5.066
0.838,-0.371,0.342,-16.357,19.165,-3.052
0.846,-0.379,0.318,-10.193,18.433,-1.770
0.849,-0.390,0.308,-2.563,17.822,1.282
0.863,-0.396,0.284,-2.930,17.761,2.808
0.876,-0.392,0.266,-3.967,17.761,4.211
0.892,-0.388,0.236,-2.747,18.250,6.775
0.891,-0.387,0.223,-0.916,18.555,7.690
0.894,-0.383,0.212,2.563,18.433,9.094
0.917,-0.373,0.192,5.066,18.188,9.644
0.928,-0.374,0.177,9.949,18.311,10.498
0.936,-0.378,0.145,9.705,18.494,10.681
0.936,-0.378,0.136,4.272,18.494,10.681
0.932,-0.369,0.125,1.282,18.127,10.437
0.932,-0.361,0.118,-0.916,17.395,10.010
0.933,-0.352,0.109,-2.258,15.564,8.850
0.950,-0.338,0.107,0.061,14.587,8.240
0.962,-0.339,0.110,9.155,12.695,7.263
0.965,-0.353,0.101,11.719,11.902,6.653
0.964,-0.358,0.089,8.850,10.498,5.066
0.963,-0.360,0.087,5.188,9.827,4.028
0.962,-0.357,0.091,1.282,8.972,3.052
0.962,-0.353,0.092,-3.662,6.775,0.854
0.963,-0.343,0.090,-3.052,5.798,-0.305
0.966,-0.345,0.088,1.221,4.211,-2.441
0.965,-0.365,0.092,0.977,3.540,-3.540
0.967,-0.365,0.091,-5.615,1.953,-5.920

-2.130,0.561,1.559,-71.594,-312.317,241.516
-3.043,0.532,1.976,17.578,-322.876,276.978
-4.000,0.251,3.395,74.097,-310.242,283.691
-3.779,0.251,3.982,156.738,-183.044,291.809
-2.809,-0.308,4.000,179.993,-45.715,306.519
-2.841,-0.704,4.000,97.168,361.999,365.540
-3.852,-0.323,3.897,13.672,589.905,401.916
-4.000,0.202,3.166,-34.241,802.917,437.073
-4.000,0.909,1.264,6.775,1122.375,506.287
-3.987,2.299,-3.635,50.659,1205.872,540.405
-3.984,2.407,-4.000,73.120,1149.109,564.697
-3.851,2.864,-4.000,-27.893,1004.211,519.104
-3.056,2.931,-3.937,-170.105,598.328,322.327
0.302,2.554,-3.982,-125.549,388.061,211.914
1.121,2.225,-4.000,-56.641,8.301,30.334
0.560,1.854,-4.000,-101.807,-155.212,-37.720
-0.026,1.770,-3.999,-126.221,-295.349,-88.440
-0.514,1.569,-3.912,-3.357,-481.384,-141.235
-0.758,0.721,-2.545,73.547,-523.743,-157.227
-0.430,0.331,-1.592,121.704,-537.476,-183.289
0.141,-0.086,-0.367,89.233,-524.109,-188.171
0.146,-0.151,-0.033,0.549,-478.699,-177.185
0.127,-0.069,0.370,8.667,-449.524,-167.664
0.154,-0.111,0.526,156.799,-377.747,-161.682
0.207,-0.485,0.786,219.421,-336.731,-167.358
0.196,-0.689,0.857,133.606,-255.371,-177.612
0.147,-0.727,0.953,30.334,-217.346,-175.049
0.153,-0.563,1.033,-101.257,-152.039,-160.950
0.094,-0.290,1.242,-112.732,-129.883,-153.381
0.070,-0.251,1.322,-98.389,-113.525,-145.386
0.092,-0.282,1.363,-50.598,-82.275,-128.357
0.092,-0.298,1.369,-40.955,-63.293,-119.385
0.076,-0.286,1.379,-53.528,-26.611,-101.807
0.050,-0.213,1.406,-60.852,-11.963,-93.933
0.055,-0.190,1.423,-67.749,10.803,-80.444
0.101,-0.132,1.455,-74.036,20.203,-74.280
0.141,-0.084,1.478,-85.388,38.147,-62.317
0.226,-0.023,1.517,-83.801,47.546,-56.885
0.279,-0.025,1.524,-81.055,65.979,-49.500
0.395,0.007,1.459,-77.148,77.271,-46.753
0.451,0.010,1.421,-49.561,106.567,-36.499
0.520,0.052,1.343,-35.278,120.422,-29.907
0.569,0.072,1.275,-28.931,131.470,-26.306
0.614,0.062,1.196,-33.325,148.315,-27.954
0.692,0.019,1.044,-39.490,155.396,-30.334
0.726,0.001,0.985,-47.485,169.250,-34.973
0.810,-0.034,0.896,-45.532,175.110,-36.499
0.867,-0.039,0.827,-38.452,180.603,-43.518
0.984,-0.060,0.619,-32.532,183.594,-45.959
1.017,-0.079,0.533,-30.762,192.017,-45.410
1.012,-0.099,0.423,-42.358,193.542,-45.593
0.996,-0.080,0.370,-57.068,192.139,-47.058
0.986,-0.048,0.309,-73.303,183.777,-52.002
0.965,-0.019,0.218,-73.853,177.856,-54.504
0.969,-0.026,0.191,-73.853,163.147,-58.167
1.011,-0.057,0.144,-76.233,154.358,-59.387
1.034,-0.068,0.112,-77.454,135.559,-60.547
1.064,-0.097,0.049,-74.829,126.221,-60.364
1.074,-0.111,0.024,-72.632,107.849,-58.777
1.066,-0.151,0.001,-76.111,98.389,-57.434
1.050,-0.161,-0.006,-88.013,78.186,-54.199
1.057,-0.149,-0.019,-90.393,67.871,-51.880
1.071,-0.137,-0.020,-86.792,57.983,-48.889
1.075,-0.145,0.012,-66.345,40.588,-41.199
1.075,-0.162,0.029,-54.749,32.837,-37.109
1.063,-0.180,0.036,-35.767,19.287,-29.968
1.029,-0.213,0.076,-30.945,13.184,-26.917
1.012,-0.226,0.101,-31.006,2.014,-21.973
0.999,-0.239,0.133,-31.128,-2.869,-19.958
1.000,-0.246,0.145,-23.499,-10.742,-16.663
0.990,-0.278,0.169,-19.104,-13.733,-15.137
0.978,-0.293,0.183,-18.555,-18.494,-11.841
0.960,-0.301,0.208,-20.752,-20.325,-10.010
0.957,-0.300,0.223,-17.883,-23.193,-6.165
0.957,-0.308,0.266,-11.597,-24.048,-4.272
0.958,-0.319,0.275,-4.272,-24.597,-2.380
0.961,-0.345,0.254,5.188,-23.804,1.221
0.953,-0.359,0.252,4.639,-22.522,2.808
0.936,-0.367,0.258,-6.470,-19.348,5.371
0.924,-0.354,0.271,-13.245,-17.883,6.409
0.927,-0.338,0.273,-19.775,-15.076,8.484
0.915,-0.318,0.284,-18.127,-13.733,9.644
0.913,-0.313,0.293,-8.728,-11.292,11.963
0.922,-0.308,0.291,-4.333,-10.193,13.123
0.916,-0.306,0.287,-1.343,-7.690,15.686
0.898,-0.298,0.282,-2.380,-6.287,16.785
0.896,-0.292,0.278,-4.150,-5.005,17.761
0.897,-0.271,0.277,-6.165,-2.808,19.409
0.897,-0.261,0.274,-5.310,-1.770,20.020
0.896,-0.255,0.267,-2.258,0.366,20.813
0.899,-0.248,0.255,-1.587,1.465,20.935
0.910,-0.241,0.249,-3.418,3.601,20.386
0.941,-0.227,0.228,-5.127,4.700,19.958
0.952,-0.220,0.217,-8.606,7.141,18.921
0.976,-0.206,0.194,-9.888,8.423,18.250
0.986,-0.202,0.183,-10.193,11.230,16.541
0.986,-0.193,0.170,-10.315,12.573,15.625
0.980,-0.189,0.165,-11.780,13.672,14.771
0.975,-0.183,0.159,-18.555,15.137,13.245
0.965,-0.168,0.142,-21.484,15.381,12.390
0.963,-0.161,0.135,-23.437,15.320,10.437
0.960,-0.154,0.133,-23.682,14.893,9.399
0.958,-0.150,0.139,-23.621,13.306,7.263
0.964,-0.141,0.141,-22.095,12.329,6.226
0.973,-0.132,0.135,-14.771,10.559,4.578
0.974,-0.126,0.139,-9.827,9.766,4.028
0.968,-0.131,0.147,-3.113,7.935,2.808
0.974,-0.141,0.139,-2.563,6.897,1.953
0.984,-0.142,0.135,-3.418,5.920,0.977
0.993,-0.144,0.135,-7.019,4.700,-1.343
1.003,-0.151,0.136,-8.606,4.333,-2.686
1.006,-0.154,0.139,-9.766,4.150,-5.615
1.014,-0.160,0.146,-10.010,4.272,-7.019
1.016,-0.164,0.146,-10.986,4.578,-9.827
1.014,-0.176,0.143,-11.475,4.822,-11.169
1.016,-0.181,0.140,-12.878,5.554,-13.916
1.011,-0.190,0.146,-14.587,5.859,-15.198
1.005,-0.193,0.146,-19.165,5.798,-17.639
1.001,-0.187,0.146,-20.203,5.615,-18.616

-1.257,-0.239,1.575,-64.819,-318.176,207.642
-1.563,-0.251,1.856,-85.205,-310.059,215.332
-2.558,-0.136,2.787,-100.525,-292.114,220.825
-3.079,0.025,3.479,-52.856,-194.702,240.417
-3.614,0.068,4.000,25.757,-99.365,256.836
-3.783,-0.158,4.000,114.990,202.209,318.848
-4.000,-0.187,3.980,82.397,401.550,368.286
-4.000,0.061,3.828,48.279,828.247,477.600
-3.997,0.795,0.984,69.580,1016.602,531.250
-3.995,1.471,-1.495,84.229,1171.082,583.069
-3.998,2.316,-3.561,50.537,1351.807,655.334
-4.000,3.204,-4.000,29.541,1359.985,656.921
-4.000,3.383,-4.000,-173.157,1126.038,512.024
-3.489,3.823,-3.943,-220.886,900.330,367.004
-2.029,3.510,-3.982,-71.228,365.295,87.830
0.567,2.636,-4.000,-22.400,119.080,-16.541
0.416,2.273,-4.000,-42.603,-256.653,-156.494
-0.926,1.440,-3.978,-26.550,-381.409,-194.336
-1.308,0.951,-3.739,15.930,-464.233,-216.797
-0.970,0.255,-2.439,53.101,-523.071,-237.793
-0.476,0.070,-1.719,27.832,-518.005,-239.014
-0.095,-0.086,-1.189,-40.039,-482.483,-223.816
0.387,-0.307,-0.470,-59.631,-460.022,-211.182
0.527,-0.336,-0.191,-54.443,-409.729,-185.913
0.640,-0.411,0.374,-33.447,-381.958,-175.842
0.713,-0.452,0.645,9.094,-324.402,-163.574
0.795,-0.616,0.973,10.620,-294.678,-159.607
0.823,-0.676,1.057,-5.249,-227.417,-148.560
0.906,-0.773,1.183,-8.362,-190.247,-142.029
0.928,-0.832,1.221,-48.279,-132.324,-130.127
0.951,-0.845,1.281,-82.520,-111.023,-123.840
0.936,-0.807,1.297,-127.747,-72.998,-108.948
0.871,-0.689,1.310,-129.944,-57.983,-100.647
0.842,-0.605,1.260,-128.601,-47.974,-92.896
0.799,-0.504,1.108,-94.604,-20.813,-80.566
0.791,-0.479,1.048,-76.721,-8.545,-72.876
0.795,-0.437,0.997,-88.562,-2.319,-59.875
0.845,-0.394,0.934,-95.581,5.859,-58.533
0.873,-0.360,0.911,-132.568,15.381,-55.786
0.920,-0.186,0.894,-148.132,17.517,-52.917
0.947,-0.089,0.900,-146.606,26.306,-48.950
0.959,0.037,0.893,-135.071,30.640,-47.607
0.945,0.074,0.885,-99.304,40.771,-44.250
0.910,0.137,0.880,-86.914,44.800,-42.542
0.881,0.156,0.871,-81.482,47.058,-41.260
0.849,0.171,0.853,-72.998,50.720,-39.612
0.790,0.203,0.842,-65.613,53.650,-38.940
0.761,0.208,0.853,-57.190,60.242,-38.269
0.751,0.218,0.846,-59.998,63.477,-38.513
0.755,0.228,0.843,-68.115,70.496,-37.231
0.773,0.244,0.858,-65.735,74.463,-35.400
0.789,0.238,0.851,-43.762,82.703,-31.433
0.804,0.167,0.799,-30.640,87.219,-29.358
0.804,0.131,0.760,-22.400,91.736,-26.917
0.810,0.116,0.712,-26.184,99.915,-20.447
0.803,0.083,0.615,-33.569,103.210,-17.273
0.778,0.061,0.586,-44.556,107.056,-14.099
0.769,0.039,0.531,-46.753,107.239,-13.245
0.771,0.016,0.501,-44.006,105.774,-11.230
0.800,-0.005,0.406,-37.903,104.370,-10.437
0.838,0.010,0.343,-22.705,100.952,-6.958
0.874,-0.034,0.298,-19.104,98.389,-4.700
0.871,-0.054,0.281,-24.902,89.905,-3.174
0.888,-0.030,0.234,-29.297,84.778,-3.723
0.919,-0.019,0.218,-30.273,79.529,-4.456
0.959,-0.018,0.196,-20.325,68.787,-5.554
0.991,-0.053,0.153,-15.198,63.660,-6.165
0.982,-0.075,0.140,-18.738,53.955,-8.362
0.978,-0.097,0.132,-25.330,49.194,-10.010
0.988,-0.105,0.134,-37.109,39.551,-13.428
1.008,-0.114,0.141,-42.236,34.973,-14.832
1.016,-0.106,0.147,-51.392,26.489,-16.296
1.023,-0.072,0.145,-52.063,22.644,-16.418
1.015,-0.073,0.151,-40.161,15.442,-15.991
0.991,-0.102,0.162,-32.471,11.841,-15.869
0.995,-0.113,0.161,-27.893,8.362,-15.930
1.007,-0.119,0.153,-26.062,2.686,-16.113
1.017,-0.141,0.146,-26.306,0.610,-16.174
1.011,-0.153,0.149,-31.311,-2.686,-16.418
1.016,-0.162,0.150,-36.194,-4.211,-16.663
1.024,-0.161,0.145,-44.861,-6.958,-16.785
1.027,-0.157,0.144,-46.997,-8.240,-16.602
1.028,-0.152,0.144,-44.922,-10.803,-15.869
1.030,-0.142,0.156,-40.833,-11.902,-15.442
1.023,-0.141,0.164,-29.480,-13.977,-13.977
1.015,-0.149,0.177,-23.682,-14.893,-13.062
1.004,-0.156,0.180,-18.616,-15.625,-12.390
0.979,-0.173,0.192,-11.536,-16.235,-11.963
0.973,-0.179,0.198,-10.132,-16.296,-11.902
0.968,-0.184,0.204,-10.315,-15.869,-12.329
0.953,-0.192,0.222,-10.559,-15.442,-12.512
0.945,-0.196,0.231,-9.888,-14.465,-12.695
0.932,-0.201,0.246,-9.216,-13.977,-12.817
0.922,-0.204,0.257,-7.935,-13.062,-12.878
0.912,-0.208,0.274,-6.897,-12.695,-12.817
0.913,-0.211,0.279,-3.906,-11.597,-12.512
0.911,-0.220,0.285,-2.502,-10.803,-12.268
0.906,-0.226,0.291,-2.258,-8.789,-11.536
0.895,-0.237,0.298,-3.601,-7.690,-11.169
0.896,-0.240,0.301,-5.005,-6.531,-10.864
0.900,-0.243,0.302,-5.066,-4.150,-10.437
0.909,-0.246,0.304,-4.028,-2.686,-10.132
0.920,-0.249,0.303,-3.845,0.244,-9.277
0.925,-0.260,0.296,-5.615,1.770,-8.789
0.924,-0.261,0.296,-9.521,4.639,-7.996
0.938,-0.257,0.288,-10.010,5.859,-7.629
0.943,-0.261,0.282,-8.667,7.996,-7.080
0.939,-0.272,0.273,-8.545,8.789,-7.019
0.942,-0.272,0.266,-10.254,9.888,-7.385
0.950,-0.271,0.254,-10.925,10.254,-7.629
0.948,-0.275,0.249,-11.230,10.559,-7.935
0.945,-0.276,0.242,-12.573,10.620,-8.789
0.939,-0.274,0.236,-13.550,10.437,-9.216
0.935,-0.274,0.238,-14.709,9.155,-9.949
0.930,-0.278,0.239,-14.587,8.118,-10.315
0.932,-0.277,0.236,-11.780,5.920,-10.925
0.945,-0.274,0.225,-9.583,4.883,-11.047
0.949,-0.274,0.218,-7.019,3.357,-10.803
0.956,-0.272,0.202,-6.958,2.869,-10.559

-1.533,0.542,1.181,-60.242,-286.072,243.591
-1.896,0.663,1.408,-22.339,-275.757,278.198
-2.905,0.943,2.024,1.953,-261.169,296.204
-3.534,1.066,2.518,65.063,-195.618,333.557
-4.000,1.060,3.857,102.844,-132.812,351.318
-4.000,0.929,4.000,180.725,95.886,387.207
-3.983,0.447,4.000,193.054,269.287,409.790
-3.988,0.234,3.956,161.987,474.609,436.462
-3.998,0.193,3.582,53.284,903.686,486.328
-4.000,0.602,0.640,32.654,1087.891,504.883
-4.000,1.214,-1.639,45.898,1346.069,546.875
-4.000,2.875,-4.000,51.880,1407.959,579.041
-4.000,3.282,-4.000,-46.448,1303.772,593.567
-3.963,3.701,-3.952,-134.033,1121.704,532.654
-3.282,3.828,-3.947,-130.554,874.084,428.467
-1.582,3.780,-3.982,85.571,314.819,193.176
1.121,3.379,-4.000,107.666,67.017,84.412
0.858,3.095,-4.000,-6.409,-307.190,-96.924
-0.764,2.347,-3.997,-25.208,-434.936,-159.302
-1.194,1.864,-3.846,28.137,-575.684,-236.572
-0.956,1.084,-2.495,36.743,-597.229,-259.827
-0.591,0.793,-1.667,22.156,-583.191,-285.400
0.040,0.328,-0.521,35.645,-560.425,-291.687
0.132,0.111,-0.198,75.317,-500.061,-303.284
0.124,-0.300,0.246,65.979,-466.309,-307.373
0.137,-0.455,0.484,41.809,-430.420,-305.969
0.147,-0.548,0.731,5.371,-357.300,-290.588
0.258,-0.663,1.155,-6.653,-324.524,-280.029
0.312,-0.736,1.248,-29.785,-265.869,-248.901
0.330,-0.870,1.350,-46.387,-235.229,-228.271
0.317,-0.802,1.334,-73.914,-172.791,-183.716
0.246,-0.656,1.302,-76.233,-145.386,-162.415
0.213,-0.597,1.239,-68.726,-103.149,-126.221
0.164,-0.484,1.113,-67.505,-87.646,-111.877
0.121,-0.436,1.066,-78.369,-65.308,-90.210
0.047,-0.318,1.042,-88.928,-57.617,-82.275
0.022,-0.257,1.066,-105.041,-52.917,-76.294
0.002,-0.176,1.095,-125.000,-44.556,-66.223
0.024,-0.055,1.162,-108.337,-41.260,-58.044
0.038,-0.036,1.209,-82.764,-37.354,-42.847
0.072,-0.041,1.337,-81.787,-32.532,-36.499
0.101,-0.032,1.387,-74.768,-13.733,-23.499
0.128,-0.017,1.533,-62.561,-0.366,-15.808
0.146,0.003,1.608,-33.386,31.555,1.648
0.179,0.019,1.641,-20.264,48.645,9.216
0.193,-0.001,1.636,-3.662,90.942,22.400
0.215,0.022,1.608,-8.118,114.380,27.466
0.212,0.068,1.557,-16.113,137.146,31.799
0.200,0.111,1.478,-13.367,177.673,41.992
0.197,0.123,1.289,-0.061,196.106,46.265
0.206,0.101,1.181,2.258,220.093,48.767
0.280,0.078,0.958,-5.920,228.455,47.302
0.337,0.083,0.860,-16.663,240.723,42.297
0.414,0.061,0.681,-19.775,242.249,41.077
0.451,0.022,0.616,-24.841,240.601,39.063
0.578,0.035,0.509,-34.973,232.422,29.480
0.785,0.079,0.318,-41.138,227.417,24.475
0.795,0.070,0.264,-43.030,213.440,15.198
0.862,0.082,0.106,-37.720,203.491,9.766
0.896,0.085,0.038,-35.889,179.565,-1.831
0.974,0.119,-0.101,-41.626,166.565,-7.263
1.015,0.133,-0.138,-53.833,139.709,-16.846
1.017,0.137,-0.163,-56.702,125.793,-21.423
1.022,0.124,-0.158,-58.716,111.694,-25.879
1.048,0.101,-0.147,-64.880,84.167,-34.363
1.085,0.051,-0.099,-68.848,71.655,-37.964
1.098,0.029,-0.073,-78.064,49.927,-43.030
1.099,-0.004,-0.033,-83.557,40.894,-44.189
1.095,-0.023,-0.013,-94.360,26.550,-44.495
1.111,-0.054,0.028,-98.816,20.874,-44.067
1.128,-0.063,0.041,-110.168,12.329,-42.175
1.147,-0.018,0.078,-117.981,9.277,-40.466
1.131,0.018,0.086,-124.573,6.775,-38.086
1.116,0.044,0.086,-116.882,3.418,-33.020
1.104,0.053,0.108,-98.328,2.441,-31.067
1.091,0.032,0.120,-47.363,0.793,-29.602
1.059,-0.021,0.121,-28.870,0.183,-29.785
1.038,-0.040,0.138,-27.283,-0.854,-30.945
0.978,-0.015,0.188,-36.011,-1.648,-31.677
0.995,0.024,0.220,-21.179,-3.296,-32.959
1.020,0.043,0.291,8.667,-4.211,-33.081
1.038,-0.019,0.253,43.030,-4.883,-33.081
0.906,-0.182,0.199,79.651,-4.333,-33.997
0.995,-0.258,0.143,65.125,-3.174,-35.034
1.090,-0.297,0.013,-17.944,2.441,-37.842
1.061,-0.310,0.008,-65.430,6.897,-39.185
0.995,-0.180,0.115,-150.269,11.292,-36.926
0.930,0.009,0.345,-172.668,9.033,-30.945
1.006,-0.034,0.303,-119.873,2.563,-15.625
1.086,-0.139,0.235,-61.157,2.686,-9.155
1.058,-0.183,0.251,38.940,7.751,1.831
1.008,-0.283,0.266,61.279,10.559,7.019
0.985,-0.327,0.252,63.843,12.573,11.780
0.962,-0.348,0.238,37.720,14.343,18.250
0.936,-0.289,0.204,21.912,14.343,20.020
0.939,-0.238,0.188,2.930,13.611,23.071
0.962,-0.176,0.164,4.211,13.184,24.841
0.960,-0.168,0.153,25.085,12.207,27.527
0.959,-0.174,0.130,37.170,11.414,28.137
0.969,-0.179,0.106,45.654,10.498,28.320
0.977,-0.187,0.075,45.105,9.155,26.978
0.971,-0.193,0.044,35.583,8.667,25.513
0.965,-0.179,0.043,7.935,7.446,21.118
0.965,-0.123,0.032,-3.479,6.592,18.494
0.971,-0.089,0.022,-12.634,5.371,13.062
1.006,-0.044,0.028,-11.414,5.066,10.742
1.015,-0.020,0.031,-8.728,4.822,7.568
1.013,-0.065,0.030,-11.414,4.944,6.104
1.003,-0.077,0.028,-14.465,5.127,4.150
1.001,-0.069,0.035,-12.756,6.165,-1.282
1.052,-0.011,0.047,-7.385,6.653,-3.906
1.058,-0.003,0.039,8.301,7.812,-7.751
1.022,-0.037,0.015,14.954,8.728,-9.521
1.002,-0.043,0.002,15.015,10.986,-13.367
1.036,-0.115,0.049,7.263,12.024,-15.564
1.039,-0.137,0.048,-19.836,13.611,-20.691
1.004,-0.124,0.003,-34.912,14.771,-23.254
1.018,-0.112,-0.016,-49.072,16.418,-25.635
1.118,-0.154,-0.048,-68.665,20.630,-30.212

-1.142,0.299,1.482,-64.697,-314.331,215.515
-1.259,0.359,1.564,-73.181,-298.584,243.225
-1.489,0.457,1.703,-78.308,-286.987,257.751
-1.602,0.498,1.751,-90.332,-249.695,286.377
-1.889,0.623,1.778,-103.882,-224.304,299.500
-2.069,0.692,1.796,-134.521,-156.860,322.205
-2.309,0.979,1.890,-140.198,-114.868,331.848
-2.310,1.066,1.930,-114.929,-18.005,344.604
-2.243,1.020,1.937,-84.717,41.077,345.032
-2.210,0.923,1.917,-61.584,109.436,340.759
-2.196,0.812,1.877,-80.750,267.029,320.312
-2.185,0.699,1.593,-114.319,351.196,302.734
-2.131,0.703,1.281,-152.954,522.278,254.333
-2.015,0.712,0.452,-148.193,605.591,227.905
-2.059,0.709,0.054,-117.981,758.240,181.824
-2.265,0.647,-0.743,-90.027,825.684,164.856
-2.134,0.659,-1.282,-42.419,933.716,144.043
-0.904,0.834,-3.242,-37.170,980.102,138.184
-0.752,0.825,-3.672,-124.329,1015.381,105.347
-2.991,0.477,-1.818,-321.533,943.115,55.420
-2.912,0.818,-3.039,-603.210,796.448,-21.606
0.111,-0.387,-4.000,-538.025,394.043,-166.626
1.205,-0.968,-4.000,-264.465,187.561,-179.199
1.382,-1.200,-4.000,16.846,-157.532,-135.132
0.513,-0.594,-3.895,7.385,-282.959,-106.689
0.178,-0.376,-3.417,75.684,-443.176,-56.885
0.240,-0.481,-1.968,160.767,-483.459,-43.274
0.348,-0.585,-1.364,186.401,-506.287,-39.185
0.367,-0.504,-0.602,120.361,-499.512,-39.124
0.302,-0.416,-0.365,23.987,-471.985,-30.396
0.241,-0.329,-0.068,35.217,-457.031,-26.672
0.297,-0.300,0.060,135.071,-423.950,-31.189
0.320,-0.348,0.342,183.533,-405.395,-39.551
0.297,-0.415,0.460,200.562,-366.333,-62.622
0.093,-0.602,0.655,168.091,-345.337,-74.646
-0.019,-0.678,0.751,82.092,-300.476,-98.511
-0.093,-0.660,0.955,47.485,-277.283,-109.192
-0.104,-0.632,1.049,17.517,-254.456,-117.737
-0.122,-0.495,1.140,-35.034,-212.952,-124.695
-0.136,-0.461,1.154,-56.458,-193.665,-123.413
-0.176,-0.428,1.159,-74.890,-154.541,-115.479
-0.232,-0.355,1.176,-73.059,-136.292,-111.267
-0.229,-0.318,1.182,-67.871,-104.736,-104.492
-0.193,-0.267,1.171,-65.186,-89.172,-99.854
-0.167,-0.243,1.159,-62.805,-56.091,-88.318
-0.088,-0.186,1.137,-64.575,-39.307,-82.581
-0.048,-0.155,1.142,-68.481,-5.371,-71.594
-0.007,-0.103,1.191,-66.345,11.230,-66.833
0.019,-0.081,1.224,-45.593,41.687,-56.885
0.082,-0.049,1.286,-36.438,56.824,-51.758
0.119,-0.050,1.305,-29.297,90.027,-43.518
0.174,-0.049,1.295,-18.982,110.779,-38.513
0.217,-0.053,1.274,-14.954,146.606,-33.813
0.305,-0.051,1.209,-23.010,162.842,-34.119
0.354,-0.036,1.166,-34.424,178.650,-34.363
0.455,0.001,1.055,-55.420,207.092,-35.156
0.503,0.016,0.986,-63.660,219.543,-36.072
0.550,0.042,0.914,-81.848,239.746,-39.185
0.635,0.143,0.773,-92.468,246.277,-41.077
0.667,0.191,0.704,-97.351,254.517,-44.617
0.730,0.204,0.608,-89.722,257.080,-46.143
0.775,0.206,0.575,-82.092,254.944,-49.377
0.911,0.258,0.522,-84.717,251.526,-50.415
0.976,0.291,0.500,-98.694,239.746,-50.537
1.086,0.327,0.421,-105.164,231.140,-50.415
1.132,0.327,0.359,-107.056,222.107,-49.988
1.155,0.312,0.313,-95.886,207.214,-46.692
1.192,0.288,0.251,-93.750,198.120,-45.349
1.225,0.281,0.206,-93.750,177.063,-42.664
1.257,0.279,0.113,-89.722,166.382,-40.833
1.240,0.266,0.102,-73.608,144.836,-36.499
1.164,0.213,0.147,-68.726,133.179,-34.546
1.139,0.192,0.165,-73.730,107.361,-31.494
1.158,0.160,0.189,-75.867,94.666,-30.273
1.169,0.137,0.209,-63.293,72.205,-27.832
1.191,0.079,0.236,-53.711,62.805,-26.489
1.196,0.052,0.234,-47.424,54.687,-24.902
1.187,0.022,0.237,-51.208,41.260,-21.729
1.148,-0.014,0.248,-59.570,35.461,-20.386
1.138,-0.021,0.257,-75.195,24.231,-18.311
1.130,-0.032,0.282,-76.416,18.860,-17.273
1.133,-0.027,0.284,-64.392,9.644,-15.137
1.123,-0.008,0.278,-54.810,6.104,-13.733
1.101,-0.018,0.279,-36.133,0.427,-10.864
1.044,-0.054,0.278,-30.518,-2.075,-9.949
1.027,-0.061,0.273,-30.579,-6.531,-8.911
1.033,-0.059,0.261,-32.654,-8.362,-8.240
1.027,-0.063,0.254,-34.180,-11.108,-6.714
1.010,-0.065,0.238,-35.095,-12.085,-5.798
1.009,-0.056,0.230,-37.292,-13.550,-3.479
1.004,-0.056,0.240,-35.583,-14.343,-2.197
0.994,-0.066,0.247,-31.860,-15.198,-1.038
0.996,-0.078,0.237,-23.499,-17.212,0.183
1.008,-0.076,0.224,-20.020,-17.883,0.549
1.018,-0.079,0.218,-11.902,-18.005,1.282
1.009,-0.108,0.230,-7.996,-17.700,1.404
0.996,-0.122,0.235,-7.568,-17.029,0.854
0.995,-0.106,0.214,-10.803,-16.663,0.488
1.011,-0.089,0.206,-12.390,-15.137,0.061
1.017,-0.094,0.219,-8.423,-14.282,-0.244
1.003,-0.103,0.223,-1.709,-13.062,-1.831
0.984,-0.108,0.217,-2.747,-12.695,-3.113
0.984,-0.106,0.213,-10.620,-11.963,-5.920
1.000,-0.093,0.209,-14.343,-11.536,-7.263
1.008,-0.086,0.204,-19.714,-10.803,-9.583
1.015,-0.077,0.207,-22.217,-10.620,-10.681
1.013,-0.071,0.216,-25.879,-10.620,-13.000
0.998,-0.056,0.214,-25.818,-11.047,-14.282
0.990,-0.052,0.213,-24.536,-11.597,-15.686
0.981,-0.052,0.218,-20.813,-13.123,-18.188
0.960,-0.060,0.231,-19.409,-14.221,-19.348
0.951,-0.065,0.236,-19.043,-17.273,-21.423
0.950,-0.067,0.244,-19.165,-18.860,-22.339
0.952,-0.070,0.250,-18.066,-21.851,-23.621
0.952,-0.084,0.266,-16.785,-23.376,-24.109
0.953,-0.090,0.275,-13.733,-26.428,-24.841
0.960,-0.102,0.290,-12.756,-27.954,-25.024
0.970,-0.109,0.299,-10.742,-30.762,-24.963
0.993,-0.128,0.323,-8.728,-32.043,-24.780

-1.560,0.059,1.357,-59.998,-255.737,213.257
-1.755,0.057,1.444,-81.787,-241.211,232.605
-1.983,0.142,1.622,-89.233,-228.943,240.845
-2.054,0.218,1.675,-92.712,-186.462,258.606
