aX,aY,aZ,gX,gY,gZ
-0.809,0.303,-1.058,-9.766,-118.591,25.452
-0.820,0.323,-1.087,-9.644,-122.314,23.560
-0.811,0.326,-1.100,-8.728,-126.343,21.484
-0.821,0.338,-1.126,-11.169,-134.583,17.456
-0.810,0.357,-1.138,-15.198,-138.611,15.991
-0.785,0.371,-1.149,-26.855,-145.813,14.465
-0.724,0.394,-1.143,-37.537,-148.743,13.916
-0.696,0.418,-1.142,-68.481,-153.137,13.000
-0.653,0.487,-1.136,-83.008,-154.358,13.184
-0.609,0.522,-1.132,-100.281,-154.358,16.418
-0.480,0.563,-1.099,-102.539,-153.259,19.531
-0.420,0.564,-1.092,-104.675,-148.499,28.442
-0.279,0.562,-1.086,-110.535,-144.897,33.997
-0.232,0.557,-1.067,-129.333,-136.536,46.936
-0.149,0.524,-1.057,-133.789,-132.385,53.894
-0.100,0.506,-1.041,-133.972,-128.357,60.913
-0.052,0.489,-1.021,-145.447,-120.239,75.134
0.012,0.481,-0.982,-156.921,-115.967,82.214
0.052,0.488,-0.971,-167.114,-106.323,95.337
0.133,0.518,-0.951,-169.067,-100.891,101.440
0.151,0.517,-0.944,-175.354,-89.600,112.671
0.198,0.524,-0.930,-179.138,-84.351,117.554
0.218,0.534,-0.921,-185.303,-74.890,125.732
0.274,0.545,-0.920,-184.143,-70.435,128.784
0.306,0.532,-0.918,-177.551,-61.646,132.019
0.344,0.481,-0.922,-179.993,-57.861,132.446
0.372,0.476,-0.930,-189.880,-54.382,132.446
0.392,0.480,-0.928,-213.501,-47.974,131.470
0.418,0.480,-0.932,-214.050,-45.166,130.371
0.449,0.469,-0.939,-201.782,-40.466,127.441
0.470,0.408,-0.917,-202.332,-38.818,126.221
0.463,0.376,-0.910,-215.088,-36.865,124.023
0.511,0.356,-0.909,-221.008,-35.889,122.986
0.527,0.371,-0.877,-221.924,-33.203,121.277
0.510,0.322,-0.806,-218.079,-31.738,120.300
0.536,0.316,-0.787,-214.294,-30.212,119.263
0.572,0.296,-0.777,-204.407,-24.902,117.798
0.614,0.242,-0.739,-201.477,-21.606,117.798
0.619,0.211,-0.725,-209.351,-15.503,118.591
0.594,0.172,-0.721,-215.820,-13.306,118.835
0.580,0.161,-0.717,-216.553,-10.376,117.737
0.579,0.118,-0.712,-211.243,-9.583,116.394
0.592,0.088,-0.716,-208.862,-8.545,112.122
0.605,0.040,-0.727,-214.172,-8.118,109.314
0.610,0.032,-0.733,-220.764,-7.507,106.201
0.656,0.018,-0.737,-227.356,-5.554,100.281
0.686,0.017,-0.735,-227.112,-3.540,97.656
0.721,0.017,-0.736,-222.473,3.113,92.957
0.750,0.004,-0.740,-220.093,7.324,90.576
0.733,-0.001,-0.750,-227.112,16.113,85.083
0.746,0.047,-0.763,-235.535,20.691,82.214
0.771,0.092,-0.766,-245.178,30.151,77.515
0.776,0.171,-0.740,-243.835,34.546,75.500
0.781,0.213,-0.714,-240.662,41.504,71.472
0.819,0.318,-0.623,-238.770,44.189,69.458
0.836,0.372,-0.574,-232.727,46.631,67.627
0.855,0.411,-0.521,-213.684,50.964,64.514

-1.900,0.317,1.082,-34.424,-353.027,441.162
-2.188,0.447,1.073,-103.271,-325.317,505.798
-2.790,0.757,1.102,-116.882,-305.542,540.894
-3.077,0.852,1.064,-109.741,-256.226,609.558
-3.682,1.015,0.932,-111.450,-224.365,642.151
-3.936,1.164,0.915,-166.748,-138.367,702.331
-4.000,1.532,0.949,-193.604,-84.106,730.652
-4.000,1.644,1.038,-197.083,-24.048,753.296
-3.993,1.434,1.588,-181.702,118.103,766.357
-3.997,1.453,1.715,-224.915,222.900,749.329
-4.000,1.585,1.583,-370.911,539.795,660.400
-4.000,2.257,0.243,-406.311,747.131,588.196
-4.000,2.592,-1.148,-369.690,1194.946,416.565
-4.000,3.423,-3.829,-310.242,1400.574,344.788
-4.000,3.779,-4.000,-130.005,1699.951,299.194
-4.000,3.434,-4.000,-100.952,1772.278,318.054
-4.000,2.722,-3.966,-386.108,1723.022,261.536
-4.000,0.281,-3.991,-656.372,1605.896,113.770
-4.000,-0.533,-4.000,-872.253,1432.434,-98.633
-4.000,-0.516,-4.000,-785.950,973.083,-446.472
-3.999,-0.199,-4.000,-521.851,752.136,-474.792
-3.948,-0.114,-3.999,49.683,449.585,-305.908
-3.672,-0.279,-4.000,194.519,353.210,-203.186
-3.605,-0.339,-4.000,181.946,197.937,-107.788
-3.342,-0.250,-3.752,127.014,133.118,-108.765
-3.194,-0.080,-3.301,123.169,37.415,-141.174
-2.859,0.101,-2.563,160.828,11.108,-152.466
-2.679,0.014,-2.341,198.425,4.089,-159.241
-2.255,-0.265,-2.294,187.012,20.386,-155.029
-2.096,-0.321,-2.110,49.561,45.349,-136.780
-1.941,-0.430,-1.809,-44.861,53.772,-135.071
-1.817,-0.374,-1.734,-76.843,97.046,-128.479
-1.577,-0.314,-1.673,-22.278,113.098,-115.540
-1.446,-0.285,-1.665,13.550,123.169,-104.126
-1.328,-0.291,-1.722,15.381,135.986,-85.449
-1.192,-0.248,-1.782,5.249,138.611,-75.806
-1.177,-0.214,-1.773,4.272,131.042,-58.960
-1.131,-0.247,-1.789,17.456,121.338,-53.406
-1.080,-0.293,-1.806,48.645,96.313,-47.913
-0.973,-0.324,-1.783,45.349,82.764,-46.692
-0.933,-0.299,-1.742,-7.568,52.368,-41.870
-0.882,-0.182,-1.639,-35.645,35.522,-37.903
-0.859,-0.119,-1.588,-45.959,1.099,-26.855
-0.817,-0.040,-1.486,-29.907,-15.015,-20.325
-0.820,-0.018,-1.422,14.648,-43.823,-7.507
-0.859,-0.002,-1.286,33.997,-56.763,-2.075
-0.885,0.005,-1.229,53.711,-80.750,6.958
-0.954,0.053,-1.151,54.993,-91.797,11.047
-0.979,0.093,-1.124,53.162,-101.990,14.587
-1.000,0.141,-1.107,45.288,-119.446,19.653
-1.030,0.246,-1.080,39.551,-127.136,21.240
-1.047,0.297,-1.078,29.602,-142.151,22.461
-1.095,0.393,-1.113,29.602,-149.231,21.606
-1.109,0.427,-1.138,42.358,-161.377,16.724
-1.105,0.436,-1.185,49.500,-166.321,12.756
-1.114,0.421,-1.209,41.443,-175.171,2.747
-1.139,0.416,-1.288,24.780,-179.504,-2.380
-1.131,0.438,-1.322,-12.024,-188.599,-10.254
-1.097,0.493,-1.370,-26.978,-193.298,-12.573
-1.074,0.498,-1.397,-53.162,-202.087,-15.381
-1.050,0.516,-1.436,-69.031,-206.421,-16.479
-1.034,0.551,-1.443,-87.280,-210.693,-17.029
-0.971,0.588,-1.427,-104.187,-219.116,-15.015
-0.933,0.572,-1.402,-96.863,-223.083,-12.634
-0.889,0.526,-1.333,-96.008,-228.394,-5.127
-0.879,0.526,-1.291,-113.586,-229.431,0.183
-0.823,0.580,-1.189,-148.010,-228.149,13.977
-0.775,0.608,-1.141,-152.893,-225.891,22.034
-0.726,0.633,-1.096,-155.823,-218.018,39.490
-0.654,0.702,-1.011,-158.813,-212.341,48.584
-0.615,0.747,-0.973,-159.546,-198.120,66.711
-0.538,0.800,-0.905,-158.875,-189.880,75.073
-0.504,0.817,-0.876,-173.218,-171.814,89.783
-0.415,0.878,-0.804,-190.002,-162.170,96.191
-0.365,0.929,-0.758,-217.346,-143.494,106.873
-0.299,0.984,-0.653,-219.666,-135.681,110.474
-0.268,0.989,-0.619,-208.557,-124.390,112.976
-0.169,0.923,-0.585,-203.125,-119.812,111.938
-0.097,0.897,-0.578,-207.031,-108.887,108.215
0.051,0.825,-0.563,-212.708,-101.257,106.873
0.113,0.779,-0.559,-218.384,-92.346,106.201
0.211,0.706,-0.577,-238.037,-72.083,107.727
0.246,0.703,-0.597,-251.221,-61.401,110.046
0.273,0.701,-0.610,-261.902,-40.710,116.028
0.321,0.652,-0.637,-257.629,-31.311,118.530
0.356,0.634,-0.666,-251.892,-14.282,121.704
0.400,0.588,-0.712,-255.615,-6.653,122.559
0.417,0.552,-0.731,-264.343,7.019,122.742
0.487,0.465,-0.784,-268.433,13.245,121.826
0.518,0.433,-0.798,-282.715,24.780,119.080
0.572,0.391,-0.837,-285.278,30.029,117.798
0.601,0.356,-0.857,-275.574,39.551,115.845
0.662,0.283,-0.888,-273.071,43.884,115.051
0.662,0.260,-0.888,-275.635,47.852,114.197
0.673,0.246,-0.901,-283.081,55.237,111.389
0.747,0.225,-0.930,-283.081,58.960,109.558
0.776,0.208,-0.934,-281.494,66.895,106.140
0.819,0.185,-0.954,-279.175,70.740,104.736
0.834,0.175,-0.961,-269.592,77.515,102.905
0.870,0.162,-1.000,-266.968,80.505,102.478
0.869,0.160,-1.016,-269.043,84.412,101.440
0.864,0.166,-1.073,-270.203,84.839,100.525
0.876,0.174,-1.098,-270.874,84.106,99.304
0.888,0.177,-1.110,-271.851,79.529,96.008
0.902,0.184,-1.100,-269.836,76.233,93.933
0.913,0.182,-1.077,-257.263,68.542,88.928
0.942,0.161,-0.994,-249.695,65.063,86.548
0.967,0.146,-0.966,-241.272,60.486,83.008
0.980,0.103,-0.915,-244.263,59.143,81.543
0.977,0.112,-0.888,-266.357,55.176,78.552
0.976,0.234,-0.789,-273.987,51.697,77.637
0.976,0.303,-0.722,-270.752,47.363,77.576
0.961,0.360,-0.630,-240.112,35.522,80.933
0.928,0.429,-0.452,-225.037,28.137,84.167
0.925,0.466,-0.366,-203.796,11.169,92.529
0.936,0.532,-0.173,-191.101,2.808,97.046
0.962,0.542,-0.087,-153.076,-9.827,105.286
1.017,0.519,0.055,-135.315,-12.939,107.971
1.021,0.496,0.108,-114.258,-13.794,109.863

-1.731,0.048,0.958,-139.526,-389.099,397.827
-1.970,0.126,0.856,-167.358,-354.370,460.449
-2.622,0.265,0.661,-178.528,-330.749,494.385
-3.011,0.341,0.613,-208.435,-269.958,563.293
-3.801,0.551,0.473,-221.313,-235.474,598.816
-4.000,0.671,0.434,-240.479,-160.278,666.870
-4.000,0.861,0.323,-258.484,-121.277,695.373
-3.997,0.915,0.325,-304.810,-17.761,737.610
-3.994,1.304,0.541,-339.355,56.702,751.709
-4.000,1.564,0.648,-373.047,150.330,760.620
-4.000,1.859,0.659,-405.457,403.931,754.272
-4.000,2.576,0.269,-411.194,566.223,732.605
-4.000,2.846,-0.290,-389.221,941.956,640.503
-4.000,3.218,-2.469,-360.962,1138.977,574.463
-4.000,3.338,-3.658,-254.089,1501.526,440.002
-4.000,3.685,-4.000,-158.264,1645.569,400.574
-4.000,3.720,-4.000,-68.542,1803.100,409.180
-4.000,2.476,-3.967,-225.525,1785.278,399.109
-4.000,1.420,-3.988,-550.903,1701.050,308.289
-4.000,-0.427,-4.000,-1111.145,1376.221,-136.536
-4.000,-0.480,-4.000,-1101.196,1145.935,-362.488
-4.000,-0.256,-4.000,-605.286,651.428,-514.221
-3.776,-0.084,-4.000,-222.107,452.332,-443.420
-3.526,-0.232,-4.000,330.261,186.035,-237.488
-3.261,-0.562,-3.979,417.908,91.797,-176.880
-3.229,-0.293,-3.867,395.996,-36.438,-145.752
-2.974,-0.121,-3.154,377.930,-53.223,-151.062
-2.949,-0.240,-2.666,309.937,-64.087,-172.058
-2.438,-0.549,-2.212,216.980,-73.059,-162.109
-2.116,-0.479,-2.105,21.301,-48.767,-107.788
-1.507,-0.015,-1.797,-35.156,-20.996,-71.716
-1.405,0.086,-1.657,5.127,43.518,-48.950
-1.546,-0.055,-1.556,39.551,71.045,-56.519
-1.473,-0.139,-1.645,131.470,119.019,-38.452
-1.309,-0.092,-1.815,142.822,136.230,-24.292
-1.251,-0.031,-1.910,92.285,151.306,-11.963
-1.144,0.089,-1.991,78.430,150.330,-10.620
-1.104,0.102,-2.007,82.031,143.738,-10.925
-1.065,0.092,-2.050,108.887,117.371,-18.372
-0.927,0.072,-2.093,116.211,100.464,-24.719
-0.846,0.072,-2.072,95.093,65.247,-40.100
-0.779,0.096,-1.965,67.810,47.180,-48.462
-0.798,0.124,-1.907,9.094,10.071,-63.904
-0.862,0.194,-1.755,-9.644,-8.362,-70.313
-0.870,0.212,-1.670,-20.752,-43.213,-80.017
-0.915,0.220,-1.528,-20.752,-58.777,-83.191
-0.960,0.218,-1.480,-23.499,-85.205,-86.426
-1.062,0.233,-1.400,-28.198,-96.375,-86.731
-1.105,0.254,-1.368,-46.021,-115.723,-84.106
-1.191,0.281,-1.296,-60.608,-124.939,-82.092
-1.223,0.292,-1.282,-95.459,-143.921,-77.087
-1.251,0.347,-1.282,-104.492,-153.259,-73.242
-1.274,0.379,-1.291,-104.980,-162.109,-68.420
-1.259,0.431,-1.326,-89.050,-177.490,-58.167
-1.227,0.437,-1.350,-76.050,-183.533,-53.955
-1.213,0.424,-1.365,-59.326,-192.322,-47.607
-1.161,0.392,-1.393,-65.002,-195.618,-45.105
-1.125,0.391,-1.400,-98.999,-201.111,-39.490
-1.043,0.405,-1.365,-118.530,-203.369,-35.461
-0.989,0.428,-1.345,-149.231,-206.970,-23.499
-0.880,0.453,-1.285,-158.813,-207.947,-15.381
-0.838,0.455,-1.251,-172.180,-208.313,5.493
-0.734,0.461,-1.210,-178.040,-207.581,17.883
-0.695,0.472,-1.186,-193.237,-202.759,45.593
-0.623,0.515,-1.153,-203.613,-198.303,60.181
-0.564,0.556,-1.130,-213.928,-185.791,89.050
-0.489,0.620,-1.081,-208.679,-178.772,102.905
-0.463,0.641,-1.082,-191.895,-164.368,128.662
-0.370,0.705,-1.094,-191.284,-156.738,140.381
-0.331,0.770,-1.113,-214.966,-140.686,160.889
-0.306,0.931,-1.221,-228.943,-132.812,169.067
-0.314,1.027,-1.249,-235.962,-125.793,175.293
-0.290,1.116,-1.242,-230.041,-116.333,181.396
-0.188,1.164,-1.200,-221.863,-113.647,181.030
-0.147,1.135,-1.151,-217.163,-108.887,172.058
-0.094,1.091,-1.070,-232.544,-105.408,164.856
-0.046,1.095,-1.038,-286.682,-93.811,150.085
0.070,1.118,-0.990,-309.937,-85.388,143.738
0.150,1.134,-0.975,-328.735,-64.453,133.728
0.271,1.129,-0.938,-328.979,-52.673,130.005
0.293,1.100,-0.931,-328.918,-29.175,124.756
0.333,1.021,-0.937,-333.374,-18.127,122.864
0.356,0.992,-0.939,-355.286,1.160,120.056
0.408,0.939,-0.933,-366.516,9.277,118.530
0.431,0.904,-0.923,-370.666,16.602,116.638
0.461,0.869,-0.912,-355.164,28.748,111.633
0.524,0.738,-0.875,-343.567,33.508,108.948
0.539,0.647,-0.856,-332.275,40.527,102.844
0.578,0.491,-0.822,-331.909,43.274,99.060
0.598,0.446,-0.791,-331.604,48.889,91.187
0.660,0.407,-0.755,-329.163,52.673,87.708
0.709,0.407,-0.750,-320.679,62.134,82.336
0.760,0.394,-0.740,-318.237,66.833,80.200
0.773,0.378,-0.750,-317.383,70.435,78.125
0.806,0.358,-0.762,-312.988,73.425,74.463
0.837,0.363,-0.753,-305.847,72.754,73.364
0.865,0.369,-0.724,-277.649,67.261,73.608
0.947,0.369,-0.649,-259.399,62.866,74.646
1.014,0.372,-0.608,-225.220,53.101,77.271
1.168,0.373,-0.518,-213.257,48.340,78.674
1.229,0.384,-0.458,-202.148,38.696,81.543
1.286,0.437,-0.306,-196.289,33.569,82.764
1.278,0.457,-0.223,-163.330,22.766,84.656
1.250,0.432,-0.098,-142.944,17.517,84.900
1.214,0.395,-0.036,-130.737,12.512,84.045
1.167,0.361,0.013,-139.771,2.747,78.186
1.088,0.358,0.096,-148.315,-1.770,73.120
1.070,0.363,0.139,-137.939,-9.277,61.401
1.056,0.312,0.219,-124.756,-13.550,54.993
1.053,0.264,0.248,-109.375,-20.081,43.701
1.067,0.199,0.277,-116.577,-23.865,37.903
1.080,0.180,0.337,-145.203,-32.288,29.297
1.073,0.192,0.335,-147.766,-30.029,27.283
1.088,0.212,0.333,-137.695,-25.635,23.987
1.105,0.204,0.348,-85.266,-15.503,18.433
1.120,0.143,0.340,-62.439,-11.536,17.456
1.116,0.113,0.335,-47.241,-5.249,15.625
1.098,0.070,0.327,-56.335,-4.944,13.733
1.091,0.051,0.308,-67.627,5.371,8.484

-1.947,-0.120,0.670,-115.295,-353.943,427.124
-2.150,-0.025,0.644,-144.409,-323.242,496.521
-2.626,0.144,0.529,-152.222,-303.162,532.776
-2.950,0.208,0.454,-182.678,-255.432,604.248
-3.731,0.372,0.295,-207.458,-228.027,637.390
-4.000,0.499,0.224,-250.977,-167.053,693.848
-4.000,0.756,0.119,-256.653,-134.766,715.698
-4.000,0.842,0.082,-240.295,-71.594,743.774
-3.993,1.032,0.267,-243.103,-37.659,751.587
-3.999,1.190,0.461,-331.543,70.313,755.920
-4.000,1.620,0.813,-401.306,162.354,749.695
-4.000,1.926,0.972,-455.261,286.011,732.849
-4.000,2.164,1.033,-454.468,618.835,646.179
-4.000,2.275,-0.366,-429.138,817.993,572.388
-4.000,2.414,-1.693,-445.312,1244.385,379.517
-4.000,3.432,-4.000,-428.406,1444.092,282.166
-4.000,3.931,-4.000,-203.003,1733.154,197.021
-4.000,3.412,-4.000,-122.131,1794.678,222.656
-4.000,2.371,-3.963,-397.278,1700.928,212.158
-4.000,-0.355,-3.996,-715.576,1559.814,79.285
-4.000,-1.160,-4.000,-984.863,1130.493,-331.543
-3.971,-1.502,-4.000,-842.468,879.150,-456.543
-3.707,-1.605,-3.999,-624.390,646.973,-479.065
-2.786,-1.470,-4.000,-242.554,316.467,-333.557
-2.707,-1.262,-4.000,-121.338,207.031,-245.666
-2.764,-1.059,-4.000,54.138,44.495,-127.502
-2.734,-0.678,-3.741,147.461,-16.968,-99.060
-2.672,-0.540,-3.364,327.698,-105.957,-81.238
-2.433,-0.578,-2.660,385.925,-131.470,-81.970
-2.211,-0.744,-2.521,394.714,-128.174,-94.116
-1.514,-1.022,-2.263,322.693,-102.539,-102.661
-1.258,-0.987,-2.092,60.547,-45.959,-109.375
-1.144,-0.682,-1.864,-68.542,-22.583,-109.070
-1.152,-0.498,-1.808,-144.043,20.752,-104.492
-1.146,-0.321,-1.817,-100.159,35.156,-101.562
-1.112,-0.365,-1.869,31.250,50.842,-92.773
-1.071,-0.549,-2.010,77.759,54.016,-86.243
-1.073,-0.600,-2.070,94.421,51.147,-70.496
-1.095,-0.602,-2.139,78.491,44.312,-61.951
-1.149,-0.566,-2.153,60.059,33.508,-53.528
-1.227,-0.425,-2.147,31.128,0.854,-38.818
-1.248,-0.338,-2.131,21.179,-19.775,-32.837
-1.293,-0.264,-2.109,19.836,-65.002,-23.499
-1.395,-0.162,-2.002,32.837,-87.524,-20.386
-1.437,-0.145,-1.930,68.726,-129.150,-16.724
-1.514,-0.183,-1.780,76.660,-146.545,-15.747
-1.523,-0.202,-1.704,54.443,-172.180,-13.916
-1.459,-0.184,-1.577,33.081,-180.481,-11.841
-1.413,-0.172,-1.521,-18.311,-189.514,-5.676
-1.411,-0.155,-1.432,-54.382,-192.139,-1.282
-1.411,-0.099,-1.382,-123.718,-195.984,13.245
-1.309,0.063,-1.277,-138.428,-197.571,24.963
-1.228,0.139,-1.248,-145.020,-198.181,51.941
-1.150,0.235,-1.239,-150.391,-196.472,66.284
-1.196,0.296,-1.274,-183.777,-188.599,98.755
-1.127,0.442,-1.322,-201.782,-182.068,117.249
-1.021,0.503,-1.335,-226.624,-163.879,156.067
-0.874,0.651,-1.342,-244.263,-152.954,175.293
-0.855,0.732,-1.378,-282.288,-130.371,211.060
-0.879,0.881,-1.480,-285.583,-120.361,226.074
-0.880,0.944,-1.516,-275.269,-112.366,238.159
-0.773,1.092,-1.589,-254.089,-100.952,253.906
-0.707,1.151,-1.602,-260.559,-95.093,258.484
-0.663,1.194,-1.600,-290.344,-78.674,262.512
-0.579,1.252,-1.611,-301.392,-68.298,262.451
-0.538,1.276,-1.628,-319.092,-44.678,261.108
-0.421,1.304,-1.662,-329.773,-31.860,260.071
-0.360,1.324,-1.690,-359.253,-5.249,255.554
-0.260,1.416,-1.769,-377.930,7.751,251.587
-0.231,1.463,-1.813,-395.630,30.212,240.662
-0.145,1.503,-1.839,-392.151,38.269,234.192
-0.080,1.495,-1.830,-388.672,47.485,219.543
0.069,1.507,-1.767,-388.306,49.561,210.876
0.162,1.502,-1.725,-380.493,50.659,201.233
0.247,1.469,-1.671,-345.154,51.514,179.687
0.428,1.384,-1.593,-334.534,52.429,169.189
0.541,1.372,-1.556,-347.473,58.228,152.222
0.705,1.364,-1.449,-355.530,62.805,145.691
0.761,1.355,-1.395,-334.778,71.838,133.789
0.828,1.261,-1.255,-308.777,74.768,128.113
0.874,1.189,-1.148,-265.747,77.026,118.958
1.076,1.132,-0.846,-258.423,77.515,116.638
1.156,1.090,-0.655,-246.582,79.773,113.525
1.247,0.942,-0.404,-235.413,82.031,109.802
1.292,0.879,-0.311,-232.239,84.961,103.760
1.334,0.844,-0.217,-263.855,91.064,87.341
1.378,0.840,-0.005,-274.902,92.957,79.224
1.374,0.794,0.060,-248.474,91.919,67.139
1.275,0.653,0.143,-233.948,88.867,62.744
1.210,0.607,0.159,-227.539,75.500,54.138
1.157,0.543,0.182,-214.905,65.369,49.927
1.170,0.484,0.206,-191.101,54.687,46.570
1.195,0.406,0.229,-117.493,45.105,46.021
1.223,0.225,0.215,-88.501,42.114,47.485
1.202,0.149,0.215,-84.595,24.048,51.392
1.140,0.091,0.178,-82.092,20.447,52.856
1.130,0.061,0.155,-71.106,18.677,54.321
1.130,-0.030,0.071,-62.134,17.395,55.115
1.120,-0.093,0.047,-42.908,16.479,56.824
1.045,-0.171,-0.024,-43.579,16.052,56.824
1.029,-0.210,-0.043,-25.085,24.109,56.946
1.036,-0.224,-0.060,-11.475,27.161,56.274
1.088,-0.262,-0.111,-19.409,22.705,53.833
1.098,-0.289,-0.111,-58.716,10.498,44.250
1.110,-0.282,-0.145,-66.345,11.169,39.185
1.118,-0.262,-0.150,-56.335,11.108,29.663
1.167,-0.285,-0.159,-41.260,9.949,25.330
1.193,-0.305,-0.159,-26.611,5.981,19.714
1.216,-0.292,-0.156,-23.315,4.639,18.066
1.215,-0.281,-0.162,-15.503,0.488,15.442
1.185,-0.261,-0.166,-18.860,-5.920,14.771
1.178,-0.247,-0.170,-28.015,-20.996,14.343
1.186,-0.219,-0.155,-29.358,-28.687,14.709
1.188,-0.216,-0.136,-29.480,-45.776,17.151
1.183,-0.228,-0.098,-29.358,-54.199,19.348
1.171,-0.227,-0.071,-30.090,-61.584,21.973
1.142,-0.221,-0.022,-28.564,-75.562,27.222
1.131,-0.240,-0.001,-18.982,-81.421,29.724
1.116,-0.262,0.027,-0.122,-88.379,34.912

-1.212,0.781,0.902,-21.484,-335.266,427.185
-1.503,0.847,0.890,-33.997,-329.346,466.064
-2.147,1.044,0.838,-49.988,-324.768,487.061
-2.463,1.143,0.788,-96.069,-303.833,537.415
-3.031,1.352,0.693,-118.408,-286.926,566.284
-3.305,1.444,0.652,-152.832,-243.103,625.610
-3.864,1.601,0.573,-164.795,-216.431,653.686
-4.000,1.677,0.554,-178.101,-150.574,701.904
-4.000,1.823,0.504,-184.753,-109.863,720.154
-3.999,1.897,0.487,-195.618,-62.317,734.802
-3.993,1.980,0.431,-234.741,50.476,751.221
-4.000,2.235,0.284,-247.986,117.004,750.549
-4.000,2.340,0.292,-253.418,265.137,729.370
-4.000,2.249,0.359,-260.986,351.868,699.768
-4.000,2.092,0.303,-359.985,588.928,576.660
-4.000,1.992,-0.640,-436.279,747.192,479.126
-4.000,2.172,-1.737,-520.325,1127.258,227.234
-4.000,2.684,-3.923,-515.808,1328.979,92.346
-4.000,3.096,-4.000,-464.661,1521.423,-27.222
-4.000,3.399,-4.000,-122.314,1838.501,-113.586
-4.000,2.986,-3.969,53.223,1936.218,-46.143
-4.000,2.314,-3.975,-28.748,1874.451,120.056
-4.000,0.545,-4.000,-190.552,1703.247,104.187
-4.000,-0.005,-4.000,-448.914,1210.083,-114.441
-4.000,0.089,-4.000,-527.649,947.205,-230.225
-3.955,0.414,-3.999,-371.094,489.563,-300.476
-3.704,0.600,-4.000,-152.222,316.101,-255.737
-3.801,0.388,-4.000,207.153,73.669,-151.489
-3.881,-0.121,-3.935,287.354,-5.066,-136.047
-3.699,-0.324,-3.643,304.687,-82.458,-161.865
-2.777,-0.621,-2.713,255.493,-78.918,-176.941
-2.226,-0.600,-2.409,4.333,-20.752,-185.730
-1.689,-0.385,-2.088,-114.319,18.799,-182.861
-1.607,-0.289,-2.056,-144.836,59.082,-177.856
-1.694,-0.398,-1.915,6.836,130.249,-165.771
-1.748,-0.524,-1.911,24.414,142.395,-160.339
-1.686,-0.598,-1.920,-44.312,160.706,-144.836
-1.529,-0.547,-2.019,-38.879,162.170,-127.441
-1.536,-0.461,-2.062,-3.601,138.123,-95.825
-1.434,-0.351,-2.107,16.418,119.446,-83.618
-1.308,-0.326,-2.128,67.627,77.698,-60.425
-1.059,-0.369,-2.158,93.506,56.396,-50.781
-0.974,-0.436,-2.151,138.489,14.648,-39.795
-0.944,-0.519,-2.076,152.039,-5.493,-38.635
-0.996,-0.518,-2.010,133.118,-43.823,-40.100
-1.111,-0.437,-1.853,100.586,-62.134,-40.283
-1.152,-0.374,-1.777,26.123,-96.619,-37.109
-1.188,-0.207,-1.619,-0.977,-112.061,-33.508
-1.202,-0.114,-1.530,-24.170,-138.916,-22.522
-1.275,0.054,-1.381,-22.339,-150.818,-15.625
-1.307,0.122,-1.339,-13.672,-162.048,-8.484
-1.395,0.210,-1.321,6.287,-183.105,4.761
-1.464,0.247,-1.339,9.216,-192.627,10.071
-1.488,0.278,-1.360,3.845,-209.961,16.418
-1.466,0.330,-1.411,1.038,-218.262,17.761
-1.490,0.342,-1.437,-13.123,-234.985,18.677
-1.515,0.362,-1.487,-34.546,-243.286,19.226
-1.495,0.408,-1.498,-101.379,-258.850,23.682
-1.433,0.520,-1.520,-130.676,-266.113,28.442
-1.414,0.586,-1.539,-161.072,-279.297,43.884
-1.435,0.690,-1.563,-168.640,-284.668,54.138
-1.413,0.744,-1.561,-189.270,-290.100,77.637
-1.260,0.886,-1.526,-202.148,-289.001,90.027
-1.174,0.961,-1.517,-222.778,-278.564,114.441
-1.105,1.056,-1.505,-230.103,-270.081,125.549
-1.084,1.110,-1.470,-251.221,-250.610,143.494
-0.993,1.229,-1.442,-258.911,-240.173,149.597
-0.931,1.262,-1.417,-259.766,-229.126,152.954
-0.883,1.286,-1.384,-266.846,-204.895,151.672
-0.773,1.331,-1.377,-286.377,-191.650,148.376
-0.704,1.374,-1.386,-344.299,-161.987,141.174
-0.551,1.449,-1.372,-366.760,-146.362,137.939
-0.458,1.460,-1.348,-383.057,-115.051,131.104
-0.281,1.403,-1.316,-385.071,-99.426,127.014
-0.187,1.375,-1.323,-399.475,-67.566,118.835
-0.055,1.301,-1.303,-413.208,-52.124,115.662
0.024,1.258,-1.312,-425.049,-24.658,112.488
0.158,1.138,-1.315,-419.739,-12.329,112.488
0.194,1.100,-1.284,-415.649,9.766,116.150
0.249,1.068,-1.228,-414.734,19.165,119.263
0.277,1.044,-1.199,-404.724,27.588,122.375
0.317,1.018,-1.174,-359.680,41.565,126.953
0.388,0.960,-1.106,-341.492,46.936,128.113
0.400,0.939,-1.073,-338.501,54.565,126.282
0.406,0.949,-0.993,-342.895,56.824,122.620
0.444,0.965,-0.955,-331.787,59.326,110.779
0.577,0.972,-0.876,-316.711,60.425,104.126
0.644,0.948,-0.810,-289.124,62.683,93.079
0.726,0.912,-0.677,-285.400,63.293,89.416
0.772,0.896,-0.623,-289.124,63.416,84.167
0.909,0.901,-0.472,-285.217,62.988,81.604
0.989,0.908,-0.389,-274.536,61.951,78.918
1.102,0.837,-0.251,-239.441,57.129,73.669
1.141,0.778,-0.211,-222.290,53.650,70.862
1.176,0.722,-0.168,-206.665,46.265,65.002
1.226,0.626,-0.082,-206.055,42.603,62.195
